ID,Description,Category_English
656,"المهام المطلوبة:
تنفيذ تعديلات وتخصيصات برمجية على ثيمات المتاجر في منصة سلة.
تحسين واجهة وتجربة المستخدم بما يتوافق مع متطلبات العميل.
معالجة المشكلات البرمجية والعمل على تحسين الأداء العام للمتجر.
الشروط:
خبرة عملية في تعديل وتطوير ثيمات منصة سلة باستخدام CSS و JavaScript.
إلمام بإنشاء وتصميم متاجر إلكترونية متكاملة على منصة سلة.
خبرة في العمل على WordPress تعتبر ميزة إضافية.
خبرة في تصميم واجهات المستخدم والتعامل مع ثيمات سلة بشكل احترافي.
القدرة على تقديم نماذج أو روابط لمشاريع سابقة تثبت المهارات والخبرة في هذا المجال.
الالتزام بإنجاز المهام في الوقت المحدد والمرونة في التعامل مع متطلبات العمل.
للتقديم:
إذا كنت ترى نفسك الشخص المناسب لهذه المهمة، نرجو إرسال نماذج من أعمالك السابقة المرتبطة بمنصة سلة، مع ذكر أسماء الثيمات التي سبق لك التعديل عليها.",Web Development
657,مطلوب مبرمج لتطبيق نيتف وليس فلاتر التصميم جاهز والمفترض نعمل على الامور البرمجية التطبيق خمشابه لفكرة اير بي ان بي و بوكنج التطبيق خاص بحجز العقارات الفندقية الخاصة,Mobile Development
658,"نبحث عن شخص يقوم بعمل الإضافات والتعديلات على تطبيق إلكتروني ولوحة التحكم
المطلوب:
لوحة التحكم: React js
الواجهة الخلفيه: PHP Laravel
التطبيق: Flutter Developer",Web Development
659,"1. ربط موقع الويب الخاص بي بواجهة برمجة تطبيقات AliExpress الخاصة بي
https://openservice.aliex...
بدلا من هذا الموقع
https://rapidapi.com/geor...
2 قم بتوصيل كافة البيانات بموقع Mango الذي سيقوم بتخزين كافة المنتجات وعرضها في عمود يسمى موجات المنتج.
https://www.mongodb.com/p...
عندما يقوم شخص ما بإجراء مكالمة API للبحث عن المنتجات، يتم حفظها في بياناتنا ثم عرضها في عمود يسمى موجات المنتج.
3 أضف اشتراكات بقيمة 10 دولارات شهريًا عبر PayPal",Web Development
660,لدينا أودو بالنسخه 14 ونريد تحويله إلى النسخة الأخيرة مع إضافة بعض التعديلات وتدريبات صحيحية في كيفية عمل الششجرة المحاسبية وتنصيبها في أودو,Software Engineering
661,اريد برنامج حسابات سحابي بسيط لمورد كتاكيت نعمل كمنظوب حصري لبعض شركات الكتاكيت ونريد صفحى خاصة بابمورظين والعملاء واصدار فواتير ومرتجعات للفاتورة وكذلك تقارير,Cloud Computing
662,"وصف المشروع:
أرغب في تنفيذ متجر إلكتروني متكامل باحترافية عالية، وأبحث عن مستقل لديه خبرة قوية في تصميم وتطوير المتاجر الإلكترونية على منصات مثل [اذكري المنصة إذا كنتِ محددتها مثل: شوبيفاي، ووكومرس، زد، سلة…].
المهام المطلوبة تشمل:
•تصميم واجهة مستخدم جذابة وسهلة التصفح
•ربط المتجر ببوابات الدفع المناسبة (مثل STC Pay، مدى، فيزا، وغيرها)
•إعداد خيارات الشحن والتوصيل وربطها بالشركات المناسبة
•إنشاء صفحات المنتجات وتنظيمها بطريقة احترافية
•التأكد من توافق المتجر مع جميع الأجهزة (كمبيوتر، جوال، تابلت)
•دعم اللغة العربية، مع إمكانية إضافة اللغة الإنجليزية لاحقًا
•الالتزام بالهوية البصرية للعلامة التجارية (في حال توفرت)
المخرجات المتوقعة:
•متجر إلكتروني متكامل وجاهز للعمل
•لوحة تحكم قابلة للاستخدام من قِبلي مستقبلاً
•دليل مبسط لتحديث المنتجات وإدارة الطلبات (عند الحاجة)
يرجى تزويدي بـ:
•روابط أعمال سابقة مماثلة
•المدة الزمنية المتوقعة لتنفيذ المشروع
•التكلفة الإجمالية
بانتظار عرضك وتفاصيلك، وشكرًا لك",Mobile Development
663,"#المطلوب مبرمج يقوم بهذه المهام :
- استخراج بيانات منتجات من متاجر الالكترونية مختلفة
( تقريبا 20 متجر مختلف )( تقريبا 10000 منتج )
- ادخال البيانات المستخرجة الى متجر سلة
#تنوية :
- البيانات المطلوب استخراجها للمنتج ( اسم المنتج - سعر المنتج - جميع صور المنتج - وصف المنتج )
- البيانات تكون مرتبة في ملف اكسل بتنسيق يتم ارشادك عليه
- المطلوب مبرمج محترف",Data Science
664,"المتجر في منصة سلة برو 6 شهور الان نحتاج خبيرة في منصة سلة ويحل كل المشاكل الفنية ب Google Search Console مثل
not indexed pages
Alternate page with proper canonical tag
selected canonical
Crawled - currently not indexed
Redirect error
Blocked by robots.txt
Google tag manager
الهدف تحسين ظهور الموقع لجميع الصفحات وحل المشاكل الفنية",Web Development
665,اشتريت تطبيق جاهز من كود كانيون واحتاج الى تفعيله وربطة مع نسخة الويب,Web Development
666,"Diagnose performance issues
39
Performance
89
Accessibility
71
Best Practices
100
SEO
First Contentful Paint
2.1 s
Largest Contentful Paint
16.0 s
Total Blocking Time
1,290 ms
Cumulative Layout Shift
0
Speed Index
13.7 s
Show audits relevant to:
All
FCP
LCP
TBT
CLS
Diagnostics
Reduce JavaScript execution time 4.2 s
Minimize main-thread work 7.6 s
Largest Contentful Paint element 15,980 ms
Avoid an excessive DOM size 1,577 elements
Eliminate render-blocking resources Potential savings of 820 ms
Reduce unused JavaScript Potential savings of 997 KiB
Enable text compression Potential savings of 23 KiB
Serve static assets with an efficient cache policy 12 resources found
Ensure text remains visible during webfont load
Properly size images Potential savings of 1,324 KiB
Avoid serving legacy JavaScript to modern browsers Potential savings of 21 KiB
Reduce unused CSS Potential savings of 36 KiB
Avoid enormous network payloads Total size was 11,260 KiB
Avoid long main-thread tasks 15 long tasks found
Minimize third-party usage Third-party code blocked the main thread for 230 ms
User Timing marks and measures 3 user timings
Avoid non-composited animations 140 animated elements found
Avoid chaining critical requests 12 chains found",Web Development
667,"احتاج بوت لحجز تذاكر موقع وي بوك وتطبيق بلو ستور التابع ل وي بوك تحت هذي الشروط -
ان يكون سريع جدا بحيث انه يغلب البوتات الاخرى
يمسك تذاكر كثير في وقت واحد يمسك التذاكر لساعات طويلة
ان يكون قادر على نقل التذاكر بين الحسابات بحيث ان اقدر اشتريها من نفسي بدون تدخل اخر
يشتغل على اكثر من فعالية في وقت واحد
يصيد التذاكر في المربعات المختارة
ان يكون ضد الباند وهذا اهم شي بسبب الباندات العشوائية في موقع وي بوك
يسرب روابط ويرسل اشعارات
واجهة سهلة الاستخدام
تحديثات للبوت دائمة و ضمان لاي مشاكل تواجهني
يفضل ان يكون البوت مجرب من قبل واقدر اجربه قبل الشراء",Web Development
