ID,Title,Category_English,category_arabic,Posted,Avg offer,Duration(Days),Number of Offers,Tags,Tags_en,Link
176,تصميم منصة إلكترونية لمراقبة الأسواق وتحليل البيانات,Data Science,علم البيانات,2025-04-28,260.00 ,10.0,2,"التحليل المالي, إدارة قواعد البيانات, الذكاء الاصطناعي, تحويل PDF, خطة عمل, مايكروسوفت أوفيس, تصميم عروض بوربوينت, تدقيق حسابات, JSON, مايكروسوفت إكسل, MySQL, SQL, تحليل البيانات, التحليل الإحصائي, النظام الإحصائي SPSS",",  data base, AI,  PDF,  ,  , design  ,  , JSON,  Excel, MySQL, SQL, data analysis,  ,   SPSS",https://mostaql.com/project/1078401-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%86%D8%B5%D8%A9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9-%D9%84%D9%85%D8%B1%D8%A7%D9%82%D8%A8%D8%A9-%D8%A7%D9%84%D8%A3%D8%B3%D9%88%D8%A7%D9%82-%D9%88%D8%AA%D8%AD%D9%84%D9%8A%D9%84-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA
177,خدمة دعم كامل لمشروع تطبيق Flutter جاهز,Software Engineering,هندسة البرمجيات,2025-04-27,245.00 ,10.0,6,"flutter, برمجة, تطوير البرمجيات, برمجة قواعد البيانات, برمجة التطبيقات, برمجة مواقع, هندسة البرمجيات","flutter, programing,  application development , programing data base, programing  apps , programing web,programming engineer",https://mostaql.com/project/1077999-%D8%AE%D8%AF%D9%85%D8%A9-%D8%AF%D8%B9%D9%85-%D9%83%D8%A7%D9%85%D9%84-%D9%84%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-flutter-%D8%AC%D8%A7%D9%87%D8%B2
178,مصمم Front-End محترف لتكويد تصميم,Web Development,تطوير الويب,2025-04-28,150.00 ,10.0,58,"إنشاء موقع إلكتروني, PHP, React, جافا سكريبت, جافا, لغة Sass, CSS3, CSS, تحويل تصميم من PSD إلى HTML, html5, HTML, تصميم جرافيك","create web , PHP, React, java script, java,  Sass, CSS3, CSS,  design  PSD  HTML, html5, HTML, design",https://mostaql.com/project/1078260-%D9%85%D8%B5%D9%85%D9%85-front-end-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%84%D8%AA%D9%83%D9%88%D9%8A%D8%AF-%D8%AA%D8%B5%D9%85%D9%8A%D9%85
179,موقع احترافي متخصص و حديث في بيع وشراء وتأجير العقارات,Web Development,تطوير الويب,2025-04-27,750.00 ,10.0,50,"تصميم موقع إلكتروني, برمجة مواقع, أمن وحماية المواقع, بايثون, PHP, CSS, جافا سكريبت","design web , programing web,   web, python, PHP, CSS, java script",https://mostaql.com/project/1078219-%D9%85%D9%88%D9%82%D8%B9-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D9%85%D8%AA%D8%AE%D8%B5%D8%B5-%D9%88-%D8%AD%D8%AF%D9%8A%D8%AB-%D9%81%D9%8A-%D8%A8%D9%8A%D8%B9-%D9%88%D8%B4%D8%B1%D8%A7%D8%A1-%D9%88%D8%AA%D8%A3%D8%AC%D9%8A%D8%B1-%D8%A7%D9%84%D8%B9%D9%82%D8%A7%D8%B1%D8%A7%D8%AA
180,إضافة تعديلات على تطبيق لحفظ البيانات على جوجل شيت,Mobile Development,تطوير التطبيقات,2025-04-28,60.00 ,7.0,8,"تطوير البرمجيات, استكشاف الأخطاء وإصلاحها, برمجة أندرويد, برمجة iOS, كوتلن, Swift, تطوير التطبيقات","application development ,   , programing android , programing iOS, kotlin, Swift, dev apps",https://mostaql.com/project/1078350-%D8%A5%D8%B6%D8%A7%D9%81%D8%A9-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%84%D8%AD%D9%81%D8%B8-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%AC%D9%88%D8%AC%D9%84-%D8%B4%D9%8A%D8%AA
181,خبير في ووردبريس تطوير وإنشاء صفحة هبوط,Web Development,تطوير الويب,2025-04-28,37.00 ,1.0,7,"ووردبريس, برمجة, تصميم صفحات الهبوط, برمجة التطبيقات, تطوير البرمجيات, تطوير الويب, تصميم مواقع, برمجة مواقع, خدمات الويب","wordpress, programing, design drop pages, programing  apps ,  application development , devweb, design web, programing web,  web",https://mostaql.com/project/1078345-%D8%AE%D8%A8%D9%8A%D8%B1-%D9%81%D9%8A-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%88%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%B5%D9%81%D8%AD%D8%A9-%D9%87%D8%A8%D9%88%D8%B7
182,مبرمج Front-end لإنشاء منصة متكاملة لإدارة الموارد البشرية والشؤون الإدارية,Web Development,تطوير الويب,2025-04-27,800.00 ,20.0,10,"برمجة, برمجة مواقع, إنشاء موقع إلكتروني, CSS, جافا سكريبت, HTML, vuejs, Tailwind CSS, html5, CSS3","programing, programing web, create web , CSS, java script, HTML, vuejs, Tailwind CSS, html5, CSS3",https://mostaql.com/project/1078180-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-front-end-%D9%84%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%86%D8%B5%D8%A9-%D9%85%D8%AA%D9%83%D8%A7%D9%85%D9%84%D8%A9-%D9%84%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D8%B1%D8%AF-%D8%A7%D9%84%D8%A8%D8%B4%D8%B1%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B4%D8%A4%D9%88%D9%86-%D8%A7%D9%84%D8%A5%D8%AF%D8%A7%D8%B1%D9%8A%D8%A9
183,مراجعة مشكلة في database SQL,Web Development,تطوير الويب,2025-04-27,25.00 ,1.0,22,"SQL, MySQL, معالجة البيانات, برمجة قواعد البيانات, برمجة, تطوير البرمجيات, برمجة مواقع, هندسة البرمجيات, flutter","SQL, MySQL,  , programing data base, programing,  application development , programing web,programming engineer, flutter",https://mostaql.com/project/1078206-%D9%85%D8%B1%D8%A7%D8%AC%D8%B9%D8%A9-%D9%85%D8%B4%D9%83%D9%84%D8%A9-%D9%81%D9%8A-database-sql
184,بناء مشروع على n8n,Artificial Intelligence / Machine Learning,الذكاء الاصطناعي / تعلم الآلة,2025-04-27,480.00 ,5.0,3,"جافا سكريبت, برمجة, برمجة قواعد البيانات, برمجة مواقع, تطوير البرمجيات, برمجة التطبيقات, هندسة البرمجيات, flutter","java script, programing, programing data base, programing web,  application development , programing  apps ,programming engineer, flutter",https://mostaql.com/project/1078168-%D8%A8%D9%86%D8%A7%D8%A1-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%B9%D9%84%D9%89-n8n
185,برمجة إضافة لموقع ووردبريس woo commerce تقوم بعمل ترابط بين المتجر الالكتروني ونظام شركة شحن خاصة,Data Science,علم البيانات,2025-04-28,200.00 ,7.0,4,"ووردبريس, تطوير البرمجيات, إدارة المواقع, برمجة مواقع, تطوير الويب, MySQL, بوتستراب, PHP, جافا سكريبت, CSS, HTML","wordpress,  application development ,  management web, programing web, devweb, MySQL, bootstrap, PHP, java script, CSS, HTML",https://mostaql.com/project/1078356-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%A5%D8%B6%D8%A7%D9%81%D8%A9-%D9%84%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-woo-commerce-%D8%AA%D9%82%D9%88%D9%85-%D8%A8%D8%B9%D9%85%D9%84-%D8%AA%D8%B1%D8%A7%D8%A8%D8%B7-%D8%A8%D9%8A%D9%86-%D8%A7%D9%84%D9%85%D8%AA%D8%AC%D8%B1-%D8%A7%D9%84%D8%A7%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%88%D9%86%D8%B8%D8%A7%D9%85-%D8%B4%D8%B1%D9%83%D8%A9-%D8%B4%D8%AD%D9%86-%D8%AE%D8%A7%D8%B5%D8%A9
186,برمجة وتصميم صفحة هبوط تفاعلية مخصصة لمتجر تعمل على زد,Web Development,تطوير الويب,2025-04-28,300.00 ,10.0,7,"تصميم صفحات الهبوط, إنشاء صفحة هبوط, تصميم موقع إلكتروني, تطوير الويب, برمجة مواقع, تصميم مواقع, جافا, جافا سكريبت, CSS, HTML","design drop pages, create drop pages, design web , devweb, programing web, design web, java, java script, CSS, HTML",https://mostaql.com/project/1078389-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%88%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%B5%D9%81%D8%AD%D8%A9-%D9%87%D8%A8%D9%88%D8%B7-%D8%AA%D9%81%D8%A7%D8%B9%D9%84%D9%8A%D8%A9-%D9%85%D8%AE%D8%B5%D8%B5%D8%A9-%D9%84%D9%85%D8%AA%D8%AC%D8%B1-%D8%AA%D8%B9%D9%85%D9%84-%D8%B9%D9%84%D9%89-%D8%B2%D8%AF
187,برمجة مشروع erp غير مكتمل angular,Web Development,تطوير الويب,2025-04-28,650.00 ,40.0,5,"تصميم موقع إلكتروني, برمجة, برمجة مواقع, تطوير البرمجيات, Angular.js, Back End","design web , programing, programing web,  application development , Angular.js, Back End",https://mostaql.com/project/1078391-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-erp-%D8%BA%D9%8A%D8%B1-%D9%85%D9%83%D8%AA%D9%85%D9%84-angular
188,استكمال مشروع كامل لتطبيق توصيل,Mobile Development,تطوير التطبيقات,2025-04-27,100.00 ,6.0,8,"استكشاف الأخطاء وإصلاحها, تصحيح برمجي, تطوير البرمجيات, تطوير التطبيقات, كوتلن, Ionic, Swift, جافا",", debugging,  application development , dev apps , kotlin, Ionic, Swift, java",https://mostaql.com/project/1078100-%D8%A7%D8%B3%D8%AA%D9%83%D9%85%D8%A7%D9%84-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D9%83%D8%A7%D9%85%D9%84-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D9%88%D8%B5%D9%8A%D9%84
189,ربط جاهز مع أودو,Software Engineering,هندسة البرمجيات,2025-04-27,50.00 ,5.0,3,"برمجة قواعد البيانات, برمجة مواقع, برمجة, تطوير الويب, تصميم مواقع, خدمات الويب","programing data base, programing web, programing, devweb, design web,  web",https://mostaql.com/project/1078117-%D8%B1%D8%A8%D8%B7-%D8%AC%D8%A7%D9%87%D8%B2-%D9%85%D8%B9-%D8%A3%D9%88%D8%AF%D9%88
190,إعداد وتجهيز متجر إلكتروني على Shopify,Web Development,تطوير الويب,2025-04-28,400.00 ,10.0,7,"تصميم متجر إلكتروني, التصميم الإبداعي, تصميم واجهة المستخدم, تصميم UI UX, تصميم تجربة المستخدم, adobe xd, Adobe Illustrator","design  online market, design , design UI, design UI UX, design UX, adobe xd, Adobe Illustrator",https://mostaql.com/project/1078362-%D8%A5%D8%B9%D8%AF%D8%A7%D8%AF-%D9%88%D8%AA%D8%AC%D9%87%D9%8A%D8%B2-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%B9%D9%84%D9%89-shopify
191,تصميم برنامج مسافر,Software Engineering,هندسة البرمجيات,2025-04-27,700.00 ,40.0,17,"تصميم تجربة المستخدم, تصميم واجهة المستخدم, تصميم UI UX, تصميم تطبيقات الهواتف الذكية, تصميم تطبيقات, Swift, Ionic, كوتلن, جافا, برمجة iOS, برمجة التطبيقات, برمجة أندرويد","design UX, design UI, design UI UX, design  application mobile, design  application, Swift, Ionic, kotlin, java, programing iOS, programing  apps , programing android",https://mostaql.com/project/1078192-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%85%D8%B3%D8%A7%D9%81%D8%B1
192,استشارة من أجل تصميم موقع إلكتروني لشركة برمجيات,Web Development,تطوير الويب,2025-04-27,33.00 ,4.0,3,"تصميم موقع إلكتروني, برمجة مواقع, أمن وحماية المواقع, التسويق الإلكتروني, كتابة المحتوى, تطوير البرمجيات, برمجة قواعد البيانات, برمجة, هندسة البرمجيات","design web , programing web,   web,  ,  ,  application development , programing data base, programing,programming engineer",https://mostaql.com/project/1078012-%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D8%A9-%D9%85%D9%86-%D8%A3%D8%AC%D9%84-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%84%D8%B4%D8%B1%D9%83%D8%A9-%D8%A8%D8%B1%D9%85%D8%AC%D9%8A%D8%A7%D8%AA
193,مبرمج لإنشاء منصة إلكترونية باحترافية عالية منصة طباعة حسب الطلب (POD),Software Engineering,هندسة البرمجيات,2025-04-28,325.00 ,23.0,6,"تصميم واجهة المستخدم, جافا, برمجة, برمجة مواقع, تصميم جرافيك, HTML, CSS, flutter, Back End, Front End, كتابة المحتوى, برمجة قواعد البيانات, تصميم مواقع, جافا سكريبت","design UI, java, programing, programing web, design , HTML, CSS, flutter, Back End, Front End,  , programing data base, design web, java script",https://mostaql.com/project/1078261-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%84%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%86%D8%B5%D8%A9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9-%D8%A8%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A%D8%A9-%D8%B9%D8%A7%D9%84%D9%8A%D8%A9-%D9%85%D9%86%D8%B5%D8%A9-%D8%B7%D8%A8%D8%A7%D8%B9%D8%A9-%D8%AD%D8%B3%D8%A8-%D8%A7%D9%84%D8%B7%D9%84%D8%A8-pod
194,إنشاء متجر إلكتروني عربي، إنجليزي وبتكامل دفعات شامل,Web Development,تطوير الويب,2025-04-27,300.00 ,10.0,18,"اللغة العربية, التسويق عبر مواقع التواصل الاجتماعي, إدارة المتاجر الإلكترونية, تطوير البرمجيات, برمجة قواعد البيانات, برمجة مواقع, برمجة التطبيقات, برمجة, هندسة البرمجيات",",   web  ,  management  ,  application development , programing data base, programing web, programing  apps , programing,programming engineer",https://mostaql.com/project/1078232-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%B9%D8%B1%D8%A8%D9%8A-%D8%A5%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A-%D9%88%D8%A8%D8%AA%D9%83%D8%A7%D9%85%D9%84-%D8%AF%D9%81%D8%B9%D8%A7%D8%AA-%D8%B4%D8%A7%D9%85%D9%84
195,تصميم موقع إلكتروني تعريفي بمكتب تصميم داخلي,Web Development,تطوير الويب,2025-04-28,160.00 ,6.0,38,"تصميم تجربة المستخدم, تصميم واجهة المستخدم, التصميم الإبداعي, تصميم مواقع, تصميم موقع إلكتروني, برمجة مواقع, تطوير الويب, خدمات الويب","design UX, design UI, design , design web, design web , programing web, devweb,  web",https://mostaql.com/project/1078342-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%AA%D8%B9%D8%B1%D9%8A%D9%81%D9%8A-%D8%A8%D9%85%D9%83%D8%AA%D8%A8-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A
196,تطبيق توصيل طلبات,Mobile Development,تطوير التطبيقات,2025-04-27,250.00 ,10.0,4,"تصميم جرافيك, برمجة مواقع, برمجة التطبيقات, برمجة iOS, برمجة تطبيقات أيفون, برمجة أندرويد, برمجة قواعد البيانات, تطوير البرمجيات, واجهة برمجة التطبيقات, تصميم شعار","design , programing web, programing  apps , programing iOS, programing  application , programing android , programing data base,  application development ,  programing  apps , design",https://mostaql.com/project/1078175-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D9%88%D8%B5%D9%8A%D9%84-%D8%B7%D9%84%D8%A8%D8%A7%D8%AA
197,برمجة موقع ويب ولوحة تحكم أو تطبيق,Web Development,تطوير الويب,2025-04-27,450.00 ,10.0,8,"برمجة التطبيقات, برمجة مواقع, تطوير الويب, تصميم مواقع, برمجة iOS, برمجة قواعد البيانات, جافا, إنشاء موقع إلكتروني, هندسة البرمجيات, تصميم 3D","programing  apps , programing web, devweb, design web, programing iOS, programing data base, java, create web ,programming engineer, design 3D",https://mostaql.com/project/1078185-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%8A%D8%A8-%D9%88%D9%84%D9%88%D8%AD%D8%A9-%D8%AA%D8%AD%D9%83%D9%85-%D8%A3%D9%88-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82
198,مهندس برمجيات ومتخصص في ضمان الجودة,Data Science,علم البيانات,2025-04-27,100.00 ,5.0,1,"الذكاء الاصطناعي, برمجة, الهندسة, تطوير البرمجيات, هندسة البرمجيات","AI, programing,  engineering,  application development ,programming engineer",https://mostaql.com/project/1078063-%D9%85%D9%87%D9%86%D8%AF%D8%B3-%D8%A8%D8%B1%D9%85%D8%AC%D9%8A%D8%A7%D8%AA-%D9%88%D9%85%D8%AA%D8%AE%D8%B5%D8%B5-%D9%81%D9%8A-%D8%B6%D9%85%D8%A7%D9%86-%D8%A7%D9%84%D8%AC%D9%88%D8%AF%D8%A9
199,مبرمج مستقل للعمل على موديول لارافيل,Mobile Development,تطوير التطبيقات,2025-04-28,500.00 ,25.0,14,"برمجة, لارافيل, برمجة أندرويد, تطوير البرمجيات, برمجة قواعد البيانات, برمجة مواقع, برمجة التطبيقات, هندسة البرمجيات, flutter","programing, laravel, programing android ,  application development , programing data base, programing web, programing  apps ,programming engineer, flutter",https://mostaql.com/project/1078414-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%85%D8%B3%D8%AA%D9%82%D9%84-%D9%84%D9%84%D8%B9%D9%85%D9%84-%D8%B9%D9%84%D9%89-%D9%85%D9%88%D8%AF%D9%8A%D9%88%D9%84-%D9%84%D8%A7%D8%B1%D8%A7%D9%81%D9%8A%D9%84
200,برمجة برنامج WhatsApp Sender,Mobile Development,تطوير التطبيقات,2025-04-28,75.00 ,5.0,9,"بايثون, برمجة, برمجة قواعد البيانات, تطوير البرمجيات, هندسة البرمجيات, إدارة قواعد البيانات, تطوير قاعدة بيانات","python, programing, programing data base,  application development ,programming engineer,  data base, dev",https://mostaql.com/project/1078376-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-whatsapp-sender
201,مطور لتحويل موقع من ASP.NET إلى PHP,Web Development,تطوير الويب,2025-04-27,37.50 ,3.0,2,"تصميم موقع إلكتروني, HTML, ASP, MySQL, PHP, Paypal API, تطوير الويب","design web , HTML, ASP, MySQL, PHP, Paypal API, devweb",https://mostaql.com/project/1077721-%D9%85%D8%B7%D9%88%D8%B1-%D9%84%D8%AA%D8%AD%D9%88%D9%8A%D9%84-%D9%85%D9%88%D9%82%D8%B9-%D9%85%D9%86-aspnet-%D8%A5%D9%84%D9%89-php
202,تحويل تصميم xd الى responsive bootstrap,Web Development,تطوير الويب,2025-04-27,30.00 ,1.0,45,"تصميم موقع إلكتروني, تصميم مواقع, التصميم الإبداعي, تصميم واجهة المستخدم, تصميم تجربة المستخدم, تحويل تصميم من PSD إلى HTML, Front End","design web , design web, design , design UI, design UX,  design  PSD  HTML, Front End",https://mostaql.com/project/1077910-%D8%AA%D8%AD%D9%88%D9%8A%D9%84-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-xd-%D8%A7%D9%84%D9%89-responsive-bootstrap
